operator,offer_id,offer_name,category,data_gb,minutes,sms,validity_days,ussd_code,source_page,price_per_gb,price_per_minute,price_per_sms,price_bdt
Banglalink,TK98USSDBLD260028A,Banglalink Prepaid 5GB Tk. 98!,Data,5.0,0.0,0.0,1.0,*121*98#,offers/prepaid/internet,19.6,0.0,0.0,98.0
Banglalink,TK398USSD260010R,Banglalink Prepaid 10GB Tk. 398!,Data,10.0,0.0,0.0,30.0,*121*398#,offers/prepaid/internet,39.8,0.0,0.0,398.0
Banglalink,TK498USSDBLD260023D,Banglalink Prepaid 25GB Tk. 498!,Data,25.0,0.0,0.0,30.0,*121*498#,offers/prepaid/internet,19.92,0.0,0.0,498.0
Banglalink,TK598DATAUSSD30D,Banglalink Prepaid 35GB Tk. 598!,Data,35.0,0.0,0.0,30.0,*121*598#,offers/prepaid/internet,17.09,0.0,0.0,598.0
Banglalink,TK698DATAUSSD,Banglalink Prepaid 75GB Tk. 698!,Data,75.0,0.0,0.0,30.0,*121*698#,offers/prepaid/internet,9.31,0.0,0.0,698.0
Banglalink,TK798DATAUSSD,Banglalink Prepaid 100GB Tk. 798!,Data,100.0,0.0,0.0,30.0,*121*798#,offers/prepaid/internet,7.98,0.0,0.0,798.0
Banglalink,TK898USSDBLD260066R,Banglalink Prepaid 120GB Tk. 898!,Data,120.0,0.0,0.0,30.0,*121*898#,offers/prepaid/internet,7.48,0.0,0.0,898.0
Banglalink,TK158USSDBLD260019R,Banglalink Prepaid 4GB Tk. 158!,Data,4.0,0.0,0.0,7.0,*121*158#,offers/prepaid/internet,39.5,0.0,0.0,158.0
Banglalink,TK999USSDBLD250066B,Banglalink Prepaid 150GB Tk. 999!,Data,150.0,0.0,0.0,30.0,*121*999#,offers/prepaid/internet,6.66,0.0,0.0,999.0
Banglalink,TK149USSDBLD260028A,Banglalink Prepaid 25 GB Tk. 149!,Data,25.0,0.0,0.0,3.0,*121*149#,offers/prepaid/internet,5.96,0.0,0.0,149.0
Banglalink,TK99USSDBLD240028A,Banglalink 3GB only Tk. 99!,Data,3.0,0.0,0.0,3.0,*121*99#,offers/prepaid/internet,33.0,0.0,0.0,99.0
Banglalink,TK229USSDBLD260004R,Banglalink Prepaid 30GB Tk. 229!,Data,30.0,0.0,0.0,7.0,*121*229#,offers/prepaid/internet,7.63,0.0,0.0,229.0
Banglalink,TK249DATAUSSD7D,Banglalink Prepaid 50GB Tk. 249!,Data,50.0,0.0,0.0,7.0,*121*249#,offers/prepaid/internet,4.98,0.0,0.0,249.0
Banglalink,TK988DATAUSSD90D,Banglalink 50 GB only Tk. 988!,Data,50.0,0.0,0.0,90.0,*121*988#,offers/prepaid/internet,19.76,0.0,0.0,988.0
Banglalink,TK1494DATAUSSD30D,Banglalink Prepaid 78GB only Tk. 1494!,Data,78.0,0.0,0.0,90.0,*121*1494#,offers/prepaid/internet,19.15,0.0,0.0,1494.0
Banglalink,TK1794DATAUSSD30D,Banglalink Prepaid 117GB only Tk. 1794!,Data,117.0,0.0,0.0,90.0,*121*1794#,offers/prepaid/internet,15.33,0.0,0.0,1794.0
Banglalink,TK2094DATAUSSD30D,Banglalink Prepaid 234GB only Tk. 2094!,Data,234.0,0.0,0.0,90.0,*121*2094#,offers/prepaid/internet,8.95,0.0,0.0,2094.0
Banglalink,TK1988DATAUSSD365D,Banglalink 100 GB only Tk. 1988!,Data,100.0,0.0,0.0,365.0,*121*988#,offers/prepaid/internet,19.88,0.0,0.0,1988.0
Banglalink,TK2498USSDBLU230002X,Banglalink 50 GB only Tk. 2498!,Data,50.0,0.0,0.0,3650.0,*121*2498#,offers/prepaid/internet,49.96,0.0,0.0,2498.0
Banglalink,TK129DATAUSSD72HR,Banglalink Prepaid 15GB Tk. 129!,Data,15.0,0.0,0.0,3.0,*121*129#,offers/prepaid/internet,8.6,0.0,0.0,129.0
Banglalink,TK179USSDBLD250019R,Banglalink 8 GB only Tk.179!,Data,8.0,0.0,0.0,7.0,*121*179#,offers/prepaid/internet,22.38,0.0,0.0,179.0
Banglalink,TK199USSDBLD220072B,Banglalink 15 GB only Tk. 199!,Data,15.0,0.0,0.0,7.0,*121*199#,offers/prepaid/internet,13.27,0.0,0.0,199.0
Banglalink,TK36USSD3DGCAL,Banglalink 3GB (2.5GB Toffee included) only Tk. 66!,Data,3.0,0.0,0.0,3.0,*121*66#,offers/prepaid/internet,22.0,0.0,0.0,66.0
Banglalink,TK100USSD30DGCAL,Banglalink 4GB: imo + BiP + Telegram only Tk. 100!,Data,4.0,0.0,0.0,30.0,*121*1016#,offers/prepaid/internet,25.0,0.0,0.0,100.0
Banglalink,TK60USSD7DGCAL,Banglalink 2GB: imo + BiP + Telegram only Tk. 60!,Data,2.0,0.0,0.0,7.0,*121*1044#,offers/prepaid/internet,30.0,0.0,0.0,60.0
Banglalink,TK20USSD3DGSOC,Banglalink 2GB: Facebook + WhatsApp + Instagram + Snapchat + BiP only Tk. 50!,Data,2.0,0.0,0.0,3.0,*121*1057#,offers/prepaid/internet,25.0,0.0,0.0,50.0
Banglalink,TK60USSD3DGVID,Banglalink 3GB: YouTube + TikTok only Tk. 60!,Data,30.0,0.0,0.0,3.0,*121*1072#,offers/prepaid/internet,2.0,0.0,0.0,60.0
Banglalink,TK49USSD50MIN72H,Minute Pack @Tk.49,Minute,0.0,70.0,0.0,3.0,*121*49#,offers/prepaid/voice,0.0,0.7,0.0,49.0
Banglalink,TK319USSD450MIN30D,Minute Pack @Tk.319!,Minute,0.0,450.0,0.0,30.0,*121*319#,offers/prepaid/voice,0.0,0.71,0.0,319.0
Banglalink,TK269USSD300MIN30D,Minute Pack @Tk.269,Minute,0.0,330.0,0.0,30.0,*121*269#,offers/prepaid/voice,0.0,0.82,0.0,269.0
Banglalink,TK29USSD46MIN24H,Minute Pack @Tk.29,Minute,0.0,45.0,0.0,2.0,*121*29#,offers/prepaid/voice,0.0,0.64,0.0,29.0
Banglalink,TK137USSD200MIN7D,Minute Pack @Tk.137,Minute,0.0,200.0,0.0,7.0,*121*137#,offers/prepaid/voice,0.0,0.69,0.0,137.0
Banglalink,TK227USSD250MIN30D,Minute Pack @ Tk. 227,Minute,0.0,250.0,0.0,30.0,*121*227#,offers/prepaid/voice,0.0,0.91,0.0,227.0
Banglalink,TK77USSD120MIN72H,Minute Pack @Tk.77,Minute,0.0,120.0,0.0,3.0,*121*77#,offers/prepaid/voice,0.0,0.64,0.0,77.0
Banglalink,TK39USSD60MIN24H,Minute Pack @Tk.39,Minute,0.0,50.0,0.0,1.0,*121*39#,offers/prepaid/voice,0.0,0.78,0.0,39.0
Banglalink,TK357USSD500MIN30D,Minute Pack @Tk.357,Minute,0.0,500.0,0.0,30.0,*121*357#,offers/prepaid/voice,0.0,0.71,0.0,357.0
Banglalink,TK109USSD150MIN5D,Minute Pack @Tk.109,Minute,0.0,150.0,0.0,5.0,Unknown,offers/prepaid/voice,0.0,0.73,0.0,109.0
Banglalink,TK67USSD100MIN72HRS,Minute Pack @Tk.67,Minute,0.0,100.0,0.0,2.0,*121*67#,offers/prepaid/voice,0.0,0.67,0.0,67.0
Banglalink,TK157USSD240MIN7D,Minute Pack @Tk. 157,Minute,0.0,240.0,0.0,7.0,Unknown,offers/prepaid/voice,0.0,0.65,0.0,157.0
Banglalink,TK127USSD200MIN7D,Minute Pack @ Tk. 127,Minute,0.0,180.0,0.0,5.0,*121*127#,offers/prepaid/voice,0.0,0.71,0.0,127.0
Banglalink,TK97USSD110MIN5D,Minute Pack @Tk.97,Minute,0.0,120.0,0.0,5.0,*121*97#,offers/prepaid/voice,0.0,0.81,0.0,97.0
Banglalink,TK57USSD80MIN48HRS,Minute Pack @Tk.57,Minute,0.0,80.0,0.0,2.0,*121*57#,offers/prepaid/voice,0.0,0.71,0.0,57.0
Banglalink,TK447USSD700MIN30D,Minute Pack @Tk.447,Minute,0.0,700.0,0.0,30.0,*121*447#,offers/prepaid/voice,0.0,0.64,0.0,447.0
Banglalink,TK507USSD840MIN30D,Minute Pack @Tk.639,Minute,0.0,1000.0,0.0,30.0,*121*639#,offers/prepaid/voice,0.0,0.64,0.0,639.0
Banglalink,TK419USSD650MIN30D,Minute Pack @Tk.419,Minute,0.0,620.0,0.0,30.0,*121*419#,offers/prepaid/voice,0.0,0.68,0.0,419.0
Banglalink,TK327USSD450MIN30D,Minute Pack @Tk.327,Minute,0.0,400.0,0.0,30.0,*121*327#,offers/prepaid/voice,0.0,0.82,0.0,327.0
Banglalink,TK729USSD1165MIN30D,Minute Pack @Tk. 729,Minute,0.0,1165.0,0.0,30.0,*121*729#,offers/prepaid/voice,0.0,0.63,0.0,729.0
Banglalink,TK1197USSD1200MIN365D,Minute Pack @Tk.1197,Minute,0.0,1200.0,0.0,365.0,*121*1197#,offers/prepaid/voice,0.0,1.0,0.0,1197.0
Banglalink,TK493USSDMA2Y,Main Account Validity,Validity,0.0,0.0,0.0,730.0,*121*493#,offers/prepaid/voice,0.0,0.0,0.0,493.0
Banglalink,TK693USSDMA3Y,Main Account Validity,Validity,0.0,0.0,0.0,1095.0,*121*693#,offers/prepaid/voice,0.0,0.0,0.0,693.0
Banglalink,TK649USSDBLC260015R,Banglalink Prepaid 30GB+400Min Tk. 649!,Combo,30.0,400.0,0.0,30.0,*121*649#,offers/prepaid/bundles,21.63,1.62,0.0,649.0
Banglalink,TK749USSDBLC,Banglalink Prepaid 40GB+800Min (20 GB Extra On Repurchase) only Tk. 749!,Combo,40.0,800.0,0.0,30.0,*121*749#,offers/prepaid/bundles,18.73,0.94,0.0,749.0
Banglalink,TK549USSDBLC,Banglalink Prepaid 15GB + 400Min Tk. 549!,Combo,15.0,400.0,0.0,30.0,*121*549#,offers/prepaid/bundles,36.6,1.37,0.0,549.0
Banglalink,TK998USSDBLC230015D,Banglalink Prepaid 50 GB+1500 Min only Tk. 998!,Combo,50.0,1500.0,0.0,30.0,*121*998#,offers/prepaid/bundles,19.96,0.67,0.0,998.0
Banglalink,TK399MXBUSSD,Banglalink Prepaid 5GB+150Min only Tk. 399!,Combo,5.0,150.0,0.0,30.0,*121*399#,offers/prepaid/bundles,79.8,2.66,0.0,399.0
Banglalink,TK499USSDBLC250002D,Banglalink Prepaid 10GB + 200min Tk. 499!,Combo,10.0,200.0,0.0,30.0,*121*499#,offers/prepaid/bundles,49.9,2.5,0.0,499.0
Banglalink,TK1199USSDMXB30D,Banglalink Prepaid 150GB+1800M Tk. 1199!,Combo,150.0,1800.0,0.0,30.0,*121*1199#,offers/prepaid/bundles,7.99,0.67,0.0,1199.0
Banglalink,TK1497USSDBLC250002D,Banglalink Prepaid 59GB+600Min only Tk. 1497!,Combo,59.0,600.0,0.0,90.0,*121*1497#,offers/prepaid/bundles,25.37,2.5,0.0,1497.0
Banglalink,TK1797USSDBLC250002D,Banglalink Prepaid 78GB+900Min only Tk. 1797!,Combo,78.0,900.0,0.0,90.0,*121*1797#,offers/prepaid/bundles,23.04,2.0,0.0,1797.0
Banglalink,TK2097USSDBLC250002D,Banglalink Prepaid 98GB+1500Min only Tk. 2097!,Combo,98.0,1500.0,0.0,90.0,*121*2097#,offers/prepaid/bundles,21.4,1.4,0.0,2097.0
Banglalink,TK2997USSDMXB30D,Banglalink 60 GB+ 1200 minute only Tk.2997!,Combo,60.0,1200.0,0.0,365.0,*121*2997#,offers/prepaid/bundles,49.95,2.5,0.0,2997.0
Banglalink,TK86USSD30DSMSSUB,"Banglalink Prepaid Hoichoi, Bongo Subscription + 130 SMS at only Tk. 96!",Combo,0.0,0.0,130.0,30.0,*121*1086#,offers/prepaid/bundles,0.0,0.0,0.74,96.0
Banglalink,TK66USSD30DSMSSUB,"Banglalink Prepaid DeeptoPlay, iScreen Subscription + 100 SMS at only Tk. 66!",Combo,0.0,0.0,100.0,30.0,*121*1040#,offers/prepaid/bundles,0.0,0.0,0.66,66.0
Banglalink,TK33USSD7DSMSSUB,"Banglalink Prepaid DeeptoPlay, iScreen Subscription + 50 SMS at only Tk. 33!",Combo,0.0,0.0,50.0,7.0,*121*1033#,offers/prepaid/bundles,0.0,0.0,0.66,33.0
Banglalink,TK156USSD30DSMSSUB,"Banglalink Prepaid Hoichoi, Bongo, DeeptoPlay, iScreen Subscription + 150 SMS at only Tk. 156!",Combo,0.0,0.0,150.0,30.0,*121*1156#,offers/prepaid/bundles,0.0,0.0,1.04,156.0
Banglalink,TK60SMSBUNDLE3,Banglalink 500 SMS Bundle only at Tk. 160!,Combo,0.0,0.0,500.0,30.0,*121*2*8#,offers/prepaid/bundles,0.0,0.0,0.32,160.0
Banglalink,TK20SMSBUNDLE1,Banglalink 120 SMS Bundle only at Tk. 45!,Combo,0.0,0.0,120.0,7.0,*121*2*8#,offers/prepaid/bundles,0.0,0.0,0.38,45.0
Banglalink,TK10SMSBUNDLE,Banglalink 60 SMS Bundle only at Tk. 30!,Combo,0.0,0.0,60.0,3.0,*121*2*8#,offers/prepaid/bundles,0.0,0.0,0.5,30.0
